customer_id,age,job,marital,education,credit_default,customer_segment,region,income,created_at,credit_card,personal_loan,mortgage,savings_account,investment_product,auto_loan,wealth_management
7655,44,self-employed,married,tertiary,no,Budget-Conscious,Urban,5150,2023-02-22 03:12:00.820567,yes,yes,no,yes,yes,yes,no
7656,31,self-employed,married,tertiary,no,Middle-Market,Suburban,4585,2023-07-08 07:56:38.658728,yes,no,no,yes,yes,yes,no
7657,59,services,married,secondary,no,Budget-Conscious,Suburban,2408,2023-10-04 13:02:43.397138,yes,yes,yes,yes,no,yes,no
7658,69,services,married,secondary,no,Budget-Conscious,Rural,1507,2022-09-19 10:36:31.152421,yes,yes,no,yes,no,yes,no
7659,39,blue-collar,married,tertiary,no,Middle-Market,Urban,2336,2024-02-06 18:15:35.887276,yes,no,yes,yes,no,yes,no
7660,66,services,married,secondary,no,Retired,Urban,1342,2023-10-23 06:44:54.458744,yes,yes,yes,yes,yes,no,no
7661,42,admin,married,tertiary,no,High-Value,Urban,4111,2021-05-20 14:47:13.689145,yes,no,yes,yes,yes,yes,no
7662,58,services,married,secondary,no,Budget-Conscious,Urban,3204,2021-04-17 23:21:26.756647,yes,yes,no,yes,no,no,no
7663,32,self-employed,married,tertiary,no,Budget-Conscious,Urban,4541,2024-12-12 20:25:52.466117,yes,yes,yes,yes,no,no,yes
7664,56,blue-collar,single,primary,no,Middle-Market,Urban,2480,2020-08-28 08:00:15.640960,yes,yes,no,no,yes,yes,yes
7665,70,blue-collar,divorced,secondary,no,Budget-Conscious,Suburban,3839,2021-10-24 10:10:16.997265,yes,yes,yes,yes,no,yes,no
7666,65,technician,married,tertiary,no,Budget-Conscious,Suburban,4308,2024-10-14 01:19:35.184392,yes,yes,yes,yes,yes,yes,yes
7667,31,services,married,primary,no,Middle-Market,Urban,2978,2022-10-01 19:47:14.467705,no,yes,yes,no,no,yes,no
7668,27,services,single,primary,no,Young Professionals,Suburban,2737,2020-03-25 14:04:22.591250,yes,yes,no,yes,yes,yes,no
7669,39,management,divorced,tertiary,no,Budget-Conscious,Urban,7017,2022-04-18 17:52:57.623944,yes,yes,no,yes,yes,yes,no
7670,40,entrepreneur,married,tertiary,no,Middle-Market,Suburban,3824,2020-10-01 10:59:24.115208,yes,no,yes,yes,yes,no,no
7671,31,self-employed,married,tertiary,no,Budget-Conscious,Urban,3480,2020-12-08 16:44:22.358677,yes,yes,no,yes,no,no,no
7672,72,retired,single,secondary,no,Retired,Suburban,2206,2020-10-11 20:14:31.431311,no,no,yes,yes,yes,no,no
7673,55,management,married,tertiary,no,Middle-Market,Urban,9287,2021-04-21 22:00:43.986498,yes,yes,yes,yes,yes,no,no
7674,41,blue-collar,married,primary,no,High-Value,Urban,3688,2020-03-10 15:13:56.933184,yes,no,yes,yes,yes,yes,no
7675,66,blue-collar,married,primary,no,Retired,Urban,2146,2020-03-12 06:08:15.271492,yes,no,no,yes,no,no,no
7676,88,retired,married,secondary,no,Retired,Suburban,2246,2020-03-15 11:07:25.637335,no,yes,yes,yes,no,no,no
7677,59,services,married,secondary,no,Middle-Market,Rural,1677,2022-06-22 02:44:46.498117,yes,no,yes,yes,no,yes,no
7678,25,student,married,secondary,no,Young Professionals,Urban,1025,2024-06-04 21:43:35.296895,no,no,no,yes,no,yes,no
7679,51,admin,married,tertiary,no,Budget-Conscious,Suburban,3756,2021-07-16 09:25:48.579598,yes,yes,yes,yes,no,yes,no
7680,32,admin,married,primary,no,Middle-Market,Urban,4603,2022-12-17 17:39:44.590588,yes,yes,yes,yes,no,yes,no
7681,56,unemployed,single,primary,no,High-Value,Urban,43,2020-03-25 06:50:25.697382,yes,no,no,yes,no,no,no
7682,52,blue-collar,married,secondary,no,Budget-Conscious,Urban,3184,2021-04-30 12:00:40.481315,yes,yes,yes,yes,yes,yes,no
7683,18,services,divorced,tertiary,no,Young Professionals,Urban,3355,2020-03-10 13:57:12.087346,no,no,no,yes,no,no,yes
7684,37,blue-collar,married,primary,yes,Budget-Conscious,Urban,3998,2020-05-11 22:16:18.919012,yes,yes,no,yes,yes,no,no
7685,42,admin,married,secondary,no,Middle-Market,Suburban,4896,2020-08-11 06:15:14.866415,no,no,yes,no,no,yes,yes
7686,44,self-employed,married,tertiary,no,High-Value,Suburban,4077,2024-01-19 01:02:39.814935,yes,no,no,yes,yes,yes,no
7687,45,services,married,secondary,no,Budget-Conscious,Suburban,2242,2022-06-08 04:43:58.017145,yes,no,yes,yes,no,no,no
7688,55,entrepreneur,married,tertiary,no,Budget-Conscious,Urban,6909,2022-10-20 07:20:26.764254,yes,yes,yes,yes,no,no,yes
7689,52,entrepreneur,married,tertiary,no,Middle-Market,Urban,1839,2024-04-18 07:36:14.255142,yes,no,yes,yes,no,no,no
7690,54,management,married,tertiary,no,High-Value,Urban,6761,2023-03-27 20:08:26.119061,yes,no,yes,yes,no,yes,no
7691,51,admin,married,secondary,no,Budget-Conscious,Suburban,3454,2021-11-08 10:52:32.791646,yes,no,yes,yes,no,no,no
7692,60,management,married,tertiary,no,Middle-Market,Urban,6882,2020-09-18 14:02:11.803170,yes,yes,yes,no,no,yes,no
7693,51,technician,divorced,secondary,no,Budget-Conscious,Urban,3816,2022-04-07 01:51:35.536347,yes,no,no,yes,no,yes,no
7694,61,retired,married,primary,no,Retired,Urban,2270,2022-04-27 09:12:30.310356,yes,yes,yes,yes,yes,yes,no
7695,45,unemployed,married,primary,no,High-Value,Urban,273,2023-04-16 19:12:33.829953,yes,no,yes,yes,no,yes,yes
7696,61,services,married,secondary,no,Retired,Urban,2175,2021-02-12 02:44:39.147616,yes,yes,no,yes,yes,yes,no
7697,29,blue-collar,single,primary,no,Young Professionals,Rural,1555,2020-07-03 22:20:57.321722,yes,no,no,yes,no,yes,no
7698,50,services,married,secondary,no,Middle-Market,Urban,1283,2020-04-14 06:05:06.806471,yes,yes,yes,yes,no,yes,no
7699,39,entrepreneur,married,tertiary,no,High-Value,Urban,2508,2023-10-01 21:47:28.713575,yes,yes,no,yes,no,yes,yes
7700,29,technician,single,secondary,no,Young Professionals,Urban,4102,2020-10-04 23:30:18.205493,yes,yes,yes,yes,yes,no,no
7701,19,student,single,tertiary,no,Budget-Conscious,Suburban,408,2023-02-27 19:53:34.157760,yes,yes,yes,no,yes,no,no
7702,34,self-employed,married,secondary,no,Middle-Market,Urban,5875,2020-09-30 05:52:50.706052,yes,yes,yes,no,no,no,no
7703,36,services,married,secondary,no,Middle-Market,Rural,3213,2022-02-11 19:31:51.825451,yes,no,yes,yes,no,yes,no
7704,49,blue-collar,divorced,secondary,yes,Middle-Market,Suburban,2404,2020-07-03 22:13:45.584869,yes,yes,yes,yes,no,yes,no
7705,56,admin,single,primary,no,Middle-Market,Suburban,4076,2022-11-30 12:40:03.593376,yes,no,yes,yes,no,yes,no
7706,42,admin,married,tertiary,no,Budget-Conscious,Urban,3270,2020-07-01 14:53:16.600647,yes,yes,yes,yes,yes,yes,yes
7707,75,retired,married,tertiary,no,Retired,Suburban,1921,2022-09-10 17:33:18.415571,no,yes,no,no,yes,no,no
7708,56,self-employed,single,tertiary,no,Middle-Market,Urban,2655,2020-08-13 21:22:36.274163,yes,yes,no,yes,yes,yes,yes
7709,29,blue-collar,single,secondary,no,Young Professionals,Suburban,1917,2021-03-07 00:22:03.363717,yes,yes,yes,yes,no,yes,no
7710,38,management,divorced,tertiary,no,Middle-Market,Suburban,9566,2020-10-18 17:40:35.279382,yes,yes,no,yes,yes,no,yes
7711,34,admin,married,secondary,no,High-Value,Urban,3931,2023-11-30 18:55:42.976230,yes,yes,yes,yes,yes,yes,no
7712,46,blue-collar,married,secondary,no,Middle-Market,Urban,3856,2021-02-27 06:49:40.747695,yes,no,yes,yes,no,no,no
7713,81,technician,divorced,tertiary,no,Retired,Suburban,3949,2023-01-10 03:06:05.107763,yes,no,no,yes,no,no,no
7714,31,blue-collar,divorced,primary,no,Middle-Market,Urban,1575,2024-06-04 19:29:13.834670,yes,yes,no,yes,no,yes,no
7715,46,admin,single,tertiary,no,Middle-Market,Urban,4277,2023-06-06 09:36:10.702018,yes,yes,yes,yes,no,yes,no
7716,20,student,single,tertiary,no,Budget-Conscious,Suburban,875,2024-09-05 00:57:32.090965,yes,yes,no,yes,no,no,no
7717,47,technician,married,tertiary,no,Middle-Market,Suburban,3169,2023-01-29 11:32:33.717500,yes,no,yes,yes,no,yes,yes
7718,51,unemployed,single,primary,no,High-Value,Rural,284,2020-09-06 20:49:19.499311,yes,yes,yes,yes,no,no,no
7719,67,blue-collar,married,secondary,no,Budget-Conscious,Suburban,1876,2023-11-27 19:40:55.988956,yes,yes,no,no,no,yes,no
7720,18,student,single,tertiary,no,Budget-Conscious,Rural,709,2023-04-19 03:48:17.059519,no,no,no,yes,no,no,yes
7721,62,retired,divorced,primary,no,Retired,Urban,2002,2021-02-10 12:34:53.697781,yes,yes,yes,yes,yes,no,no
7722,99,unemployed,divorced,primary,no,Budget-Conscious,Urban,121,2022-01-07 14:07:34.522877,no,yes,no,no,yes,yes,no
7723,54,admin,single,secondary,no,High-Value,Urban,3465,2021-02-08 11:55:51.777170,yes,no,yes,yes,no,yes,yes
7724,43,services,married,secondary,no,Middle-Market,Rural,2597,2020-03-11 00:05:34.256265,yes,yes,no,yes,no,yes,no
7725,38,unemployed,married,secondary,no,Middle-Market,Suburban,822,2020-12-13 10:05:11.440623,no,no,yes,no,no,yes,yes
7726,58,admin,married,secondary,no,High-Value,Suburban,4308,2021-01-30 21:06:04.616354,no,no,yes,yes,yes,yes,yes
7727,22,admin,single,tertiary,no,Budget-Conscious,Suburban,4615,2022-08-19 18:37:42.533027,no,yes,yes,yes,yes,no,yes
7728,34,blue-collar,single,secondary,no,Budget-Conscious,Suburban,3676,2024-04-22 16:07:23.121562,yes,no,yes,yes,no,yes,no
7729,43,unemployed,married,tertiary,no,Budget-Conscious,Suburban,227,2024-03-07 20:29:29.859582,yes,yes,no,no,no,yes,no
7730,37,blue-collar,single,tertiary,no,Budget-Conscious,Suburban,2908,2020-07-12 12:44:02.455288,yes,yes,no,yes,no,yes,no
7731,34,blue-collar,single,primary,yes,Middle-Market,Urban,2012,2021-08-28 09:09:41.003314,no,yes,yes,yes,no,yes,yes
7732,40,admin,married,secondary,no,Middle-Market,Urban,4193,2020-10-23 10:44:40.171556,yes,no,yes,yes,no,no,no
7733,70,admin,married,secondary,no,Retired,Urban,4228,2022-04-18 00:46:06.154480,yes,no,no,no,no,no,no
7734,57,management,married,tertiary,no,Middle-Market,Suburban,5571,2023-03-26 18:47:44.700999,yes,yes,no,yes,no,yes,yes
7735,26,admin,single,tertiary,no,Budget-Conscious,Rural,3875,2020-03-10 05:28:56.125301,yes,yes,no,yes,no,no,no
7736,31,services,married,secondary,no,Middle-Market,Urban,2898,2022-06-02 12:08:24.006636,yes,no,no,yes,no,yes,no
7737,55,unemployed,married,secondary,no,High-Value,Urban,323,2020-03-12 12:20:16.061211,yes,no,yes,yes,yes,yes,no
7738,46,technician,married,secondary,no,High-Value,Urban,2958,2022-06-24 14:29:22.815849,yes,yes,yes,yes,yes,no,no
7739,52,services,married,primary,no,Middle-Market,Urban,2722,2021-08-12 13:38:14.596093,yes,no,yes,yes,no,yes,yes
7740,45,admin,married,tertiary,no,Middle-Market,Suburban,3946,2020-04-29 04:03:37.581767,yes,yes,no,yes,no,no,yes
7741,55,services,married,tertiary,no,Budget-Conscious,Urban,3004,2020-11-28 17:57:22.606978,yes,no,no,yes,no,yes,yes
7742,49,technician,married,secondary,no,High-Value,Urban,4401,2020-12-25 21:27:16.585299,yes,no,yes,yes,no,yes,yes
7743,20,services,single,secondary,no,Young Professionals,Urban,2483,2022-11-24 08:48:30.443581,yes,yes,no,yes,yes,no,no
7744,41,entrepreneur,single,tertiary,no,Middle-Market,Urban,9123,2020-06-08 23:12:02.017526,yes,no,yes,yes,no,yes,yes
7745,46,blue-collar,married,secondary,no,High-Value,Urban,2644,2020-06-04 15:11:02.666202,yes,no,yes,yes,no,yes,yes
7746,81,retired,divorced,secondary,no,Retired,Rural,2514,2020-04-20 05:33:43.309657,yes,yes,no,yes,yes,no,no
7747,47,technician,married,tertiary,no,High-Value,Urban,4321,2021-02-16 13:04:37.997194,yes,yes,yes,yes,yes,yes,no
7748,59,services,married,secondary,no,Middle-Market,Urban,1851,2020-04-14 19:46:30.083517,yes,no,no,no,no,yes,yes
7749,65,entrepreneur,married,tertiary,no,Budget-Conscious,Suburban,4510,2020-03-19 12:17:34.912866,yes,yes,yes,no,no,yes,yes
7750,63,services,married,secondary,no,Budget-Conscious,Suburban,2931,2022-02-21 19:32:38.072058,yes,yes,yes,yes,no,yes,no
7751,32,technician,married,tertiary,no,High-Value,Urban,4352,2022-03-24 15:34:50.260683,yes,no,yes,yes,yes,yes,no
7752,68,services,divorced,primary,no,Retired,Urban,2534,2020-04-21 13:00:51.544240,no,yes,no,yes,no,no,no
7753,41,admin,married,secondary,no,Middle-Market,Urban,3812,2022-05-14 23:44:44.747713,yes,yes,no,yes,yes,yes,no
7754,37,blue-collar,married,secondary,no,Middle-Market,Urban,3177,2022-02-14 01:46:00.288087,yes,yes,no,yes,no,yes,no
7755,57,technician,married,tertiary,no,Middle-Market,Urban,3447,2023-07-23 09:31:41.108249,no,no,no,yes,yes,yes,no
7756,66,services,married,primary,no,Retired,Suburban,1574,2024-10-16 10:51:26.805353,yes,no,yes,yes,yes,yes,no
7757,52,technician,married,tertiary,no,Middle-Market,Suburban,3509,2020-06-17 02:45:53.601800,yes,yes,no,yes,no,yes,no
7758,31,management,married,secondary,no,Middle-Market,Rural,5737,2022-09-01 08:59:01.037510,yes,no,yes,yes,yes,yes,yes
7759,32,management,single,secondary,no,High-Value,Rural,8205,2020-10-22 04:01:23.972806,yes,yes,yes,yes,yes,yes,yes
7760,58,technician,married,secondary,no,Middle-Market,Urban,3215,2021-01-15 20:27:41.897164,yes,no,yes,yes,no,yes,yes
7761,44,services,married,primary,yes,Budget-Conscious,Urban,3303,2020-11-24 13:31:06.994349,yes,yes,yes,yes,yes,yes,no
7762,47,admin,single,secondary,no,Middle-Market,Urban,4507,2024-01-30 21:01:59.118215,yes,yes,no,yes,no,yes,no
7763,60,blue-collar,married,primary,no,Middle-Market,Urban,2328,2021-12-16 14:48:15.912633,yes,yes,no,yes,no,no,yes
7764,33,services,married,secondary,no,Middle-Market,Urban,2286,2020-06-20 05:02:40.959745,yes,yes,yes,yes,no,no,no
7765,51,services,married,secondary,no,Budget-Conscious,Suburban,3167,2020-06-25 17:49:42.814885,yes,no,no,yes,no,yes,no
7766,25,services,single,secondary,no,Young Professionals,Suburban,1881,2024-07-16 23:58:34.597070,yes,yes,no,yes,yes,yes,no
7767,28,technician,single,secondary,no,Budget-Conscious,Urban,3267,2020-03-07 14:42:08.403517,yes,no,no,yes,no,yes,yes
7768,76,blue-collar,divorced,primary,no,Retired,Suburban,1599,2020-04-18 13:48:13.346651,no,no,no,yes,yes,yes,yes
7769,51,admin,single,secondary,no,Middle-Market,Rural,4719,2020-03-05 19:53:21.197431,yes,no,yes,yes,no,yes,no
7770,44,services,single,secondary,yes,Budget-Conscious,Suburban,2444,2023-06-21 18:56:31.395478,yes,yes,yes,yes,no,no,no
7771,42,blue-collar,single,secondary,yes,Budget-Conscious,Urban,1501,2024-11-12 11:52:20.605580,no,yes,yes,yes,no,yes,no
7772,55,services,married,secondary,yes,High-Value,Urban,2849,2020-08-18 09:33:39.065956,yes,yes,no,yes,no,yes,no
7773,51,technician,married,secondary,no,High-Value,Urban,3998,2022-06-12 18:33:16.839003,yes,no,yes,yes,yes,yes,no
7774,44,entrepreneur,divorced,tertiary,no,Middle-Market,Urban,9336,2022-07-21 10:34:39.798110,yes,no,no,yes,no,yes,no
7775,44,entrepreneur,married,secondary,no,Middle-Market,Urban,7941,2022-12-04 08:26:32.060676,yes,yes,yes,yes,yes,no,yes
7776,51,admin,married,secondary,no,Budget-Conscious,Urban,3889,2022-02-15 17:43:55.983184,yes,yes,no,yes,no,yes,yes
7777,35,entrepreneur,married,tertiary,no,Middle-Market,Urban,8388,2020-03-06 23:22:21.746277,yes,yes,yes,yes,yes,yes,yes
7778,25,management,single,primary,no,Young Professionals,Urban,8772,2020-04-02 01:49:35.294509,yes,no,no,no,yes,yes,yes
7779,46,management,single,tertiary,no,Middle-Market,Urban,7301,2020-10-10 04:22:29.884655,yes,no,yes,no,no,no,yes
7780,48,blue-collar,married,secondary,no,High-Value,Urban,2218,2023-04-06 00:47:02.056531,yes,yes,yes,yes,no,no,no
7781,60,blue-collar,divorced,primary,no,Middle-Market,Suburban,3050,2021-05-30 09:03:30.401792,yes,no,yes,yes,no,no,yes
7782,39,admin,married,secondary,no,Middle-Market,Urban,4922,2020-03-31 06:03:29.328161,yes,no,yes,yes,no,yes,no
7783,55,management,married,tertiary,no,High-Value,Urban,9461,2020-04-10 17:18:35.576618,yes,yes,no,no,yes,yes,yes
7784,53,admin,married,primary,no,Budget-Conscious,Rural,4282,2025-03-13 15:49:08.834102,yes,yes,no,yes,no,yes,no
7785,60,unemployed,single,primary,no,Middle-Market,Urban,533,2024-12-14 16:04:50.008102,yes,yes,no,no,no,yes,no
7786,38,blue-collar,married,secondary,no,Middle-Market,Urban,2140,2023-08-15 05:48:57.683392,yes,yes,no,no,yes,yes,no
7787,52,entrepreneur,married,tertiary,no,Middle-Market,Rural,6823,2020-06-26 07:50:20.724046,no,no,no,yes,yes,no,no
7788,64,unemployed,divorced,secondary,no,Retired,Urban,469,2020-07-06 08:59:16.119283,no,yes,no,no,no,yes,no
7789,33,admin,married,tertiary,no,Middle-Market,Suburban,4088,2021-07-01 22:42:45.791445,no,no,yes,yes,no,yes,no
7790,71,retired,divorced,tertiary,no,Retired,Suburban,1809,2021-03-06 22:54:10.574211,no,no,yes,yes,no,no,no
7791,44,blue-collar,divorced,secondary,no,Budget-Conscious,Urban,1245,2021-08-17 21:26:33.492127,yes,yes,no,yes,no,yes,no
7792,35,technician,single,secondary,no,Budget-Conscious,Urban,3378,2020-04-11 16:06:15.560627,yes,yes,yes,yes,yes,yes,no
7793,51,blue-collar,married,secondary,no,Middle-Market,Urban,3125,2021-03-29 02:22:31.098574,yes,yes,yes,yes,no,yes,no
7794,34,services,married,tertiary,no,High-Value,Urban,1327,2020-08-12 19:36:12.467059,yes,no,no,yes,yes,yes,yes
7795,52,services,married,secondary,no,Middle-Market,Suburban,2005,2021-08-28 15:44:14.101495,yes,yes,no,yes,yes,yes,no
7796,39,admin,married,secondary,no,Budget-Conscious,Urban,4162,2020-04-09 03:34:47.825256,yes,no,yes,yes,no,yes,yes
7797,35,unemployed,single,primary,no,High-Value,Suburban,106,2024-07-13 15:36:46.198099,no,yes,yes,yes,yes,yes,no
7798,46,technician,married,secondary,no,Budget-Conscious,Suburban,3599,2023-03-25 18:38:14.277026,yes,yes,no,yes,yes,yes,no
7799,60,technician,married,tertiary,no,Budget-Conscious,Urban,3272,2020-09-23 05:04:40.382165,yes,no,yes,yes,no,yes,no
7800,43,technician,married,secondary,no,High-Value,Urban,3610,2020-11-18 03:45:52.494127,yes,yes,no,no,no,yes,no
7801,53,admin,divorced,tertiary,no,High-Value,Urban,4488,2021-06-17 16:59:01.016169,yes,yes,yes,no,yes,yes,yes
7802,40,admin,married,tertiary,no,Budget-Conscious,Urban,4540,2023-02-21 04:34:38.652465,yes,yes,yes,no,no,yes,no
7803,18,student,single,tertiary,no,Young Professionals,Suburban,494,2022-03-08 10:34:48.672487,no,yes,no,yes,yes,no,no
7804,37,entrepreneur,single,secondary,yes,Middle-Market,Suburban,8567,2023-07-23 07:46:32.379804,yes,yes,no,yes,yes,yes,no
7805,57,admin,married,secondary,no,Budget-Conscious,Suburban,4002,2021-05-03 01:52:07.463525,yes,no,no,yes,no,yes,no
7806,37,admin,married,secondary,no,Middle-Market,Suburban,3275,2021-03-07 00:45:52.251584,yes,no,no,no,no,yes,no
7807,58,services,married,tertiary,no,High-Value,Urban,3045,2020-03-10 19:35:16.121248,yes,no,yes,yes,yes,yes,yes
7808,55,management,single,tertiary,no,Middle-Market,Suburban,7367,2022-12-23 17:57:53.741329,yes,yes,yes,yes,yes,yes,yes
7809,45,technician,divorced,tertiary,no,Middle-Market,Urban,3155,2024-01-20 08:17:05.802797,yes,yes,yes,yes,no,yes,no
7810,46,admin,married,tertiary,no,Middle-Market,Rural,3285,2021-03-01 07:07:42.094148,yes,yes,no,yes,no,yes,no
7811,45,technician,single,tertiary,no,Budget-Conscious,Urban,2602,2021-03-29 05:19:14.895803,yes,yes,no,yes,no,no,no
7812,68,admin,divorced,primary,no,Retired,Rural,3058,2020-08-16 15:30:28.778477,no,yes,yes,yes,no,yes,no
7813,70,admin,married,secondary,no,Retired,Rural,4562,2021-04-27 12:56:09.431497,no,no,yes,yes,no,no,no
7814,18,blue-collar,single,primary,no,Young Professionals,Urban,1402,2020-04-07 00:14:29.733336,yes,no,no,yes,no,no,no
7815,32,technician,single,tertiary,no,Budget-Conscious,Urban,4329,2022-01-23 09:17:27.593683,yes,no,yes,yes,no,yes,no
7816,38,blue-collar,single,primary,no,Middle-Market,Suburban,2673,2020-03-07 11:21:44.135132,yes,yes,yes,yes,no,no,no
7817,55,technician,divorced,primary,no,Middle-Market,Suburban,3033,2023-05-19 12:47:08.278169,yes,yes,no,yes,yes,yes,no
7818,47,unemployed,married,secondary,no,Middle-Market,Suburban,754,2020-04-18 20:05:15.299887,no,yes,yes,no,no,no,no
7819,27,unemployed,single,secondary,no,Budget-Conscious,Suburban,518,2020-10-20 21:32:10.692618,no,yes,no,yes,yes,yes,no
7820,87,retired,married,secondary,no,Retired,Urban,2927,2020-06-10 05:24:20.736370,no,no,yes,yes,yes,yes,no
7821,51,blue-collar,married,secondary,no,Middle-Market,Suburban,1967,2020-10-16 08:30:11.080352,yes,yes,no,yes,no,yes,no
7822,32,blue-collar,single,secondary,no,Budget-Conscious,Urban,3624,2023-07-13 18:25:52.485306,yes,no,no,yes,no,yes,no
7823,28,blue-collar,single,tertiary,no,Young Professionals,Suburban,2481,2023-03-23 05:28:59.842424,yes,yes,no,yes,no,yes,no
7824,36,services,married,secondary,no,Budget-Conscious,Urban,1705,2021-01-19 21:22:36.646633,yes,yes,no,yes,yes,yes,no
7825,43,blue-collar,married,primary,yes,Middle-Market,Urban,1280,2020-03-27 19:50:04.942284,yes,yes,yes,yes,no,yes,no
7826,39,management,married,secondary,no,Budget-Conscious,Urban,8281,2021-12-18 19:38:57.596591,yes,no,yes,no,no,yes,no
7827,56,unemployed,married,primary,no,Middle-Market,Urban,155,2020-03-05 15:49:47.535161,no,yes,no,yes,no,no,no
7828,33,entrepreneur,married,tertiary,no,Middle-Market,Suburban,9995,2021-05-19 16:15:55.255982,yes,yes,yes,yes,yes,yes,yes
7829,72,retired,single,secondary,no,Retired,Urban,1829,2023-02-13 22:00:26.396576,yes,yes,no,yes,no,no,yes
7830,37,admin,married,tertiary,no,Middle-Market,Suburban,3986,2020-06-11 05:01:51.268478,yes,no,no,yes,no,yes,no
7831,36,technician,single,tertiary,no,High-Value,Urban,4014,2024-07-23 06:44:21.298004,yes,no,yes,yes,no,yes,no
7832,63,blue-collar,divorced,secondary,no,Retired,Urban,2933,2022-02-13 17:07:46.498276,no,yes,no,yes,no,no,no
7833,28,technician,divorced,tertiary,no,Budget-Conscious,Suburban,3071,2020-04-04 00:39:30.992720,yes,no,no,yes,no,no,yes
7834,33,management,single,tertiary,no,High-Value,Urban,5613,2024-11-07 21:40:28.268937,yes,no,no,yes,yes,no,no
7835,43,technician,married,primary,no,Budget-Conscious,Urban,3999,2021-08-18 05:14:38.678721,yes,no,no,yes,yes,yes,no
7836,37,blue-collar,single,primary,no,Middle-Market,Suburban,3687,2020-04-04 16:32:56.114950,yes,yes,no,yes,no,no,no
7837,54,services,divorced,secondary,no,Middle-Market,Suburban,3066,2020-10-05 21:13:12.211438,yes,no,no,yes,no,yes,yes
7838,52,services,single,tertiary,no,Middle-Market,Suburban,2804,2020-05-08 07:40:11.830404,yes,yes,yes,yes,no,yes,no
7839,55,blue-collar,married,secondary,no,Middle-Market,Rural,1819,2020-10-13 22:39:59.995559,yes,no,no,yes,yes,no,no
7840,28,management,divorced,tertiary,no,Budget-Conscious,Suburban,9666,2023-05-31 02:15:28.987386,yes,no,yes,yes,yes,no,no
7841,83,retired,married,primary,no,Budget-Conscious,Urban,2353,2023-08-22 10:22:12.951504,yes,no,yes,yes,no,yes,no
7842,43,blue-collar,married,secondary,no,High-Value,Urban,1138,2025-01-30 09:46:42.721786,yes,no,yes,yes,yes,no,no
7843,56,admin,married,secondary,no,Budget-Conscious,Rural,4074,2024-11-10 22:36:52.648730,yes,no,no,yes,no,yes,yes
7844,69,blue-collar,married,secondary,no,Budget-Conscious,Suburban,2363,2023-09-18 13:14:09.287600,yes,no,yes,yes,yes,no,no
7845,41,management,married,tertiary,no,High-Value,Urban,5567,2020-03-05 20:00:31.056500,yes,no,no,yes,yes,yes,yes
7846,57,services,married,primary,no,Budget-Conscious,Urban,3483,2020-03-10 22:11:46.724526,no,yes,yes,no,no,yes,yes
7847,43,management,married,tertiary,no,High-Value,Urban,8699,2022-12-31 08:20:49.354388,yes,yes,yes,yes,yes,yes,yes
7848,21,blue-collar,single,primary,no,Young Professionals,Suburban,2404,2022-04-10 18:34:21.932114,no,yes,no,no,no,no,no
7849,58,admin,married,tertiary,no,Budget-Conscious,Rural,3802,2020-10-24 22:36:05.690788,yes,yes,no,yes,yes,no,yes
7850,34,admin,divorced,primary,no,Budget-Conscious,Urban,4480,2020-05-05 15:08:10.425012,yes,no,no,yes,no,yes,no
7851,74,entrepreneur,married,tertiary,no,Budget-Conscious,Rural,6316,2020-09-09 15:37:23.150832,no,yes,yes,yes,no,no,yes
7852,77,services,divorced,primary,no,Budget-Conscious,Urban,3320,2024-02-15 18:59:37.804549,no,no,yes,yes,yes,no,yes
7853,43,self-employed,single,tertiary,no,Budget-Conscious,Suburban,2959,2022-03-26 15:19:21.574882,yes,yes,yes,yes,yes,yes,no
7854,37,technician,married,secondary,no,High-Value,Suburban,2628,2021-05-12 17:14:30.108849,yes,yes,no,yes,no,yes,yes
7855,37,blue-collar,married,primary,yes,High-Value,Suburban,1935,2020-03-11 02:31:56.271411,yes,yes,no,yes,yes,yes,yes
7856,59,blue-collar,single,primary,no,High-Value,Rural,1722,2022-04-03 07:42:08.350357,yes,yes,no,yes,yes,yes,no
7857,59,blue-collar,single,secondary,no,Budget-Conscious,Urban,2666,2020-03-27 22:14:40.476331,yes,yes,no,yes,no,yes,no
7858,34,technician,married,secondary,no,Budget-Conscious,Urban,3820,2021-03-09 12:52:32.743258,no,yes,no,yes,no,no,no
7859,69,admin,married,primary,no,Retired,Suburban,4768,2020-05-12 18:59:30.022543,yes,no,yes,yes,no,no,no
7860,33,technician,married,secondary,no,Middle-Market,Suburban,2654,2023-03-01 12:11:56.997595,no,no,yes,yes,yes,yes,no
7861,26,admin,divorced,secondary,no,Young Professionals,Urban,3028,2021-03-18 02:25:00.703516,yes,yes,no,yes,no,yes,no
7862,49,technician,married,tertiary,no,Middle-Market,Urban,2762,2020-08-27 08:00:57.254521,yes,yes,yes,yes,no,no,no
7863,53,admin,divorced,secondary,yes,Middle-Market,Suburban,4908,2021-07-30 08:35:58.562361,yes,yes,yes,yes,yes,yes,no
7864,39,services,married,secondary,no,High-Value,Urban,2807,2020-12-17 22:57:04.821306,yes,yes,no,yes,yes,yes,yes
7865,50,entrepreneur,married,secondary,yes,Middle-Market,Suburban,4553,2021-07-14 19:01:05.378980,yes,yes,yes,yes,no,no,yes
7866,19,student,single,secondary,no,Young Professionals,Urban,1310,2022-11-06 12:04:34.861385,no,no,yes,yes,no,no,no
